1800,200,100,100,0
1900,200,100,100,0
1900,100,100,100,0
2000,100,100,100,0
1900,0,100,100,0
1800,0,100,100,0
1800,100,100,100,0
1700,0,100,100,0
1700,100,100,100,0
1600,100,100,100,0
1600,0,100,100,0
1500,100,100,100,0
1500,0,100,100,0
1400,0,100,100,0
1400,100,100,100,0
1300,100,100,100,0
1300,0,100,100,0
1200,0,100,100,0
1200,100,100,100,0
1100,100,100,100,0
1100,0,100,100,0
1000,0,100,100,0
1000,100,100,100,0
900,0,100,100,0
900,100,100,100,0
800,100,100,100,0
800,0,100,100,0
700,200,100,100,0
700,300,100,100,0
800,300,100,100,0
900,300,100,100,0
900,200,100,100,0
1000,200,100,100,0
800,200,100,100,0
1000,300,100,100,0
1100,300,100,100,0
1100,200,100,100,0
1200,200,100,100,0
1200,300,100,100,0
1200,400,100,100,0
1200,500,100,100,0
1200,600,100,100,0
1200,700,100,100,0
1300,700,100,100,0
1300,600,100,100,0
1300,500,100,100,0
1300,400,100,100,0
1300,300,100,100,0
1300,200,100,100,0
1400,200,100,100,0
1500,200,100,100,0
1500,300,100,100,0
1400,300,100,100,0
1600,300,100,100,0
1600,200,100,100,0
1700,200,100,100,0
1700,300,100,100,0
1700,400,100,100,0
1700,500,100,100,0
1700,600,100,100,0
1700,700,100,100,0
1700,800,100,100,0
1700,900,100,100,0
1500,900,100,100,0
1400,900,100,100,0
1300,900,100,100,0
1200,900,100,100,0
1200,1000,100,100,0
1300,1000,100,100,0
1400,1000,100,100,0
1500,1000,100,100,0
1700,1000,100,100,0
1700,1100,100,100,0
1500,1100,100,100,0
1400,1100,100,100,0
1300,1100,100,100,0
1200,1100,100,100,0
1200,1200,100,100,0
1300,1200,100,100,0
1400,1200,100,100,0
1500,1200,100,100,0
1700,1200,100,100,0
1700,1300,100,100,0
1700,1400,100,100,0
1700,1500,100,100,0
1700,1600,100,100,0
1700,1700,100,100,0
1200,1700,100,100,0
1200,1600,100,100,0
1200,1500,100,100,0
1100,1500,100,100,0
1100,1400,100,100,0
1200,1400,100,100,0
1000,1400,100,100,0
900,1400,100,100,0
800,1400,100,100,0
700,1400,100,100,0
600,1400,100,100,0
600,1500,100,100,0
700,1500,100,100,0
800,1500,100,100,0
900,1500,100,100,0
1000,1500,100,100,0
600,1600,100,100,0
600,1700,100,100,0
700,1700,100,100,0
700,1600,100,100,0
800,1600,100,100,0
800,1700,100,100,0
900,1700,100,100,0
900,1600,100,100,0
1000,1700,100,100,0
1000,1600,100,100,0
1100,1600,100,100,0
1100,1700,100,100,0
200,1200,100,100,0
300,1200,100,100,0
400,1200,100,100,0
500,1200,100,100,0
600,1200,100,100,0
700,1200,100,100,0
800,1200,100,100,0
900,1200,100,100,0
1000,1200,100,100,0
1000,1100,100,100,0
1000,1000,100,100,0
1000,900,100,100,0
900,900,100,100,0
800,900,100,100,0
700,900,100,100,0
600,900,100,100,0
500,900,100,100,0
400,900,100,100,0
300,900,100,100,0
300,800,100,100,0
300,700,100,100,0
200,700,100,100,0
200,800,100,100,0
200,900,100,100,0
200,1000,100,100,0
200,1100,100,100,0
300,1100,100,100,0
300,1000,100,100,0
400,1000,100,100,0
400,1100,100,100,0
500,1100,100,100,0
500,1000,100,100,0
600,1000,100,100,0
600,1100,100,100,0
700,1000,100,100,0
700,1100,100,100,0
800,1100,100,100,0
800,1000,100,100,0
900,1100,100,100,0
900,1000,100,100,0
500,700,100,100,0
600,700,100,100,0
700,700,100,100,0
800,700,100,100,0
900,700,100,100,0
1000,700,100,100,0
1000,600,100,100,0
900,600,100,100,0
800,600,100,100,0
700,600,100,100,0
700,500,100,100,0
800,500,100,100,0
900,500,100,100,0
1000,500,100,100,0
1000,1300,100,100,1
400,700,100,100,1
700,400,100,100,1
1100,400,100,100,1
300,300,100,100,1
500,300,100,100,1
300,500,100,100,1
400,500,100,100,1
500,500,100,100,1
1200,1300,100,100,0
